nohup: ignoring input
Loading original VRP: data/instances/I/Lazio.vrp
Loading clusters CSV: mst_clusters_output.csv
Setting up cluster dispatching jobs...
Created 670 sub-problems. Running HGS with parallel workers...
[1/670] Solved cluster_0 | Cost: 639997.0
[535/670] Solved cluster_534 | Cost: 8696900.0
[536/670] Solved cluster_535 | Cost: 9247580.0
[537/670] Solved cluster_536 | Cost: 9072910.0
[538/670] Solved cluster_537 | Cost: 7662240.0
[539/670] Solved cluster_538 | Cost: 6847880.0
[540/670] Solved cluster_539 | Cost: 6040610.0
[541/670] Solved cluster_540 | Cost: 6607630.0
[542/670] Solved cluster_541 | Cost: 7064160.0
[543/670] Solved cluster_542 | Cost: 7558160.0
[544/670] Solved cluster_543 | Cost: 7316760.0
[545/670] Solved cluster_544 | Cost: 7217230.0
[546/670] Solved cluster_545 | Cost: 6655580.0
[547/670] Solved cluster_546 | Cost: 6185810.0
[548/670] Solved cluster_547 | Cost: 6997380.0
[549/670] Solved cluster_548 | Cost: 5864870.0
[550/670] Solved cluster_549 | Cost: 5527880.0
[551/670] Solved cluster_550 | Cost: 5549460.0
[552/670] Solved cluster_551 | Cost: 5253110.0
[553/670] Solved cluster_552 | Cost: 4616880.0
[554/670] Solved cluster_553 | Cost: 4184090.0
[555/670] Solved cluster_554 | Cost: 4678800.0
[556/670] Solved cluster_555 | Cost: 3935830.0
[557/670] Solved cluster_556 | Cost: 2905660.0
[558/670] Solved cluster_557 | Cost: 3600620.0
[559/670] Solved cluster_558 | Cost: 3393360.0
[560/670] Solved cluster_559 | Cost: 2396400.0
[561/670] Solved cluster_560 | Cost: 2045630.0
[562/670] Solved cluster_561 | Cost: 2113120.0
[563/670] Solved cluster_562 | Cost: 1880330.0
[564/670] Solved cluster_563 | Cost: 1944410.0
[565/670] Solved cluster_564 | Cost: 2115540.0
[566/670] Solved cluster_565 | Cost: 1984410.0
[567/670] Solved cluster_566 | Cost: 1717940.0
[568/670] Solved cluster_567 | Cost: 1708060.0
[569/670] Solved cluster_568 | Cost: 1520800.0
[570/670] Solved cluster_569 | Cost: 1427740.0
[571/670] Solved cluster_570 | Cost: 1226580.0
[572/670] Solved cluster_571 | Cost: 1045210.0
[573/670] Solved cluster_572 | Cost: 852235.0
[574/670] Solved cluster_573 | Cost: 788733.0
[575/670] Solved cluster_574 | Cost: 580267.0
[576/670] Solved cluster_575 | Cost: 483636.0
[577/670] Solved cluster_576 | Cost: 589221.0
[578/670] Solved cluster_577 | Cost: 591122.0
[579/670] Solved cluster_578 | Cost: 444227.0
[580/670] Solved cluster_579 | Cost: 384566.0
[581/670] Solved cluster_580 | Cost: 195521.0
[582/670] Solved cluster_581 | Cost: 277397.0
[583/670] Solved cluster_582 | Cost: 331548.0
[584/670] Solved cluster_583 | Cost: 399422.0
[585/670] Solved cluster_584 | Cost: 461670.0
[586/670] Solved cluster_585 | Cost: 491857.0
[587/670] Solved cluster_586 | Cost: 492740.0
[588/670] Solved cluster_587 | Cost: 503263.0
[589/670] Solved cluster_588 | Cost: 608870.0
[590/670] Solved cluster_589 | Cost: 560895.0
[591/670] Solved cluster_590 | Cost: 699953.0
[592/670] Solved cluster_591 | Cost: 755522.0
[593/670] Solved cluster_592 | Cost: 791169.0
[594/670] Solved cluster_593 | Cost: 885872.0
[595/670] Solved cluster_594 | Cost: 999741.0
[596/670] Solved cluster_595 | Cost: 945116.0
[597/670] Solved cluster_596 | Cost: 938959.0
[598/670] Solved cluster_597 | Cost: 672316.0
[599/670] Solved cluster_598 | Cost: 768575.0
[600/670] Solved cluster_599 | Cost: 854864.0
[601/670] Solved cluster_600 | Cost: 967207.0
[602/670] Solved cluster_601 | Cost: 1033210.0
[603/670] Solved cluster_602 | Cost: 1055860.0
[604/670] Solved cluster_603 | Cost: 1274180.0
[605/670] Solved cluster_604 | Cost: 1510440.0
[606/670] Solved cluster_605 | Cost: 1739900.0
[607/670] Solved cluster_606 | Cost: 1729070.0
[608/670] Solved cluster_607 | Cost: 2216020.0
[609/670] Solved cluster_608 | Cost: 2308640.0
[610/670] Solved cluster_609 | Cost: 2440480.0
[611/670] Solved cluster_610 | Cost: 3131100.0
[612/670] Solved cluster_611 | Cost: 2829500.0
[613/670] Solved cluster_612 | Cost: 3126950.0
[614/670] Solved cluster_613 | Cost: 2733600.0
[615/670] Solved cluster_614 | Cost: 2447360.0
[616/670] Solved cluster_615 | Cost: 2179460.0
[617/670] Solved cluster_616 | Cost: 1748000.0
[618/670] Solved cluster_617 | Cost: 1819590.0
[619/670] Solved cluster_618 | Cost: 1304850.0
[620/670] Solved cluster_619 | Cost: 1115390.0
[621/670] Solved cluster_620 | Cost: 1434950.0
[622/670] Solved cluster_621 | Cost: 1714620.0
[623/670] Solved cluster_622 | Cost: 1898840.0
[624/670] Solved cluster_623 | Cost: 1797520.0
[625/670] Solved cluster_624 | Cost: 1493220.0
[626/670] Solved cluster_625 | Cost: 1385410.0
[627/670] Solved cluster_626 | Cost: 1426630.0
[628/670] Solved cluster_627 | Cost: 1330540.0
[629/670] Solved cluster_628 | Cost: 1444200.0
[630/670] Solved cluster_629 | Cost: 1606800.0
[631/670] Solved cluster_630 | Cost: 1806360.0
[632/670] Solved cluster_631 | Cost: 1908990.0
[633/670] Solved cluster_632 | Cost: 2024960.0
[634/670] Solved cluster_633 | Cost: 2297720.0
[635/670] Solved cluster_634 | Cost: 2653360.0
[636/670] Solved cluster_635 | Cost: 3226460.0
[637/670] Solved cluster_636 | Cost: 3568950.0
[638/670] Solved cluster_637 | Cost: 4057560.0
[639/670] Solved cluster_638 | Cost: 4459210.0
[640/670] Solved cluster_639 | Cost: 4885300.0
[641/670] Solved cluster_640 | Cost: 4872620.0
[642/670] Solved cluster_641 | Cost: 4907940.0
[643/670] Solved cluster_642 | Cost: 4603480.0
[644/670] Solved cluster_643 | Cost: 4224790.0
[645/670] Solved cluster_644 | Cost: 4180200.0
[646/670] Solved cluster_645 | Cost: 4801100.0
[647/670] Solved cluster_646 | Cost: 6816110.0
[648/670] Solved cluster_647 | Cost: 8267540.0
[649/670] Solved cluster_648 | Cost: 8557810.0
[650/670] Solved cluster_649 | Cost: 8076690.0
[651/670] Solved cluster_650 | Cost: 7579220.0
[652/670] Solved cluster_651 | Cost: 8126360.0
[653/670] Solved cluster_652 | Cost: 8949920.0
[654/670] Solved cluster_653 | Cost: 8950370.0
[655/670] Solved cluster_654 | Cost: 9178470.0
[656/670] Solved cluster_655 | Cost: 9945400.0
[657/670] Solved cluster_656 | Cost: 10526300.0
[658/670] Solved cluster_657 | Cost: 11492100.0
[659/670] Solved cluster_658 | Cost: 10893800.0
[660/670] Solved cluster_659 | Cost: 12147000.0
[661/670] Solved cluster_660 | Cost: 12009200.0
[662/670] Solved cluster_661 | Cost: 11763300.0
[663/670] Solved cluster_662 | Cost: 11898700.0
[664/670] Solved cluster_663 | Cost: 11861100.0
[665/670] Solved cluster_664 | Cost: 11583000.0
[666/670] Solved cluster_665 | Cost: 11821400.0
[667/670] Solved cluster_666 | Cost: 11764500.0
[668/670] Solved cluster_667 | Cost: 10679000.0
[669/670] Solved cluster_668 | Cost: 7270600.0
[670/670] Solved cluster_669 | Cost: 5035890.0
All clusters solved in 2598.06 seconds.

--- Wedge Aggregations ---
macro_id
0    1.625924e+08
1    8.836742e+07
2    5.535084e+08
3    1.755390e+08
4    4.796265e+07
5    9.886995e+07
6    3.872087e+08
7    1.666154e+09
Name: cost, dtype: float64
Total Aggregated Cost for Strategy CONCENTRIC: 3180202467.0
Summary saved to results/CONCENTRIC/summary_CONCENTRIC.csv
