nohup: ignoring input
Loading original VRP: data/instances/I/Lazio.vrp
Loading clusters CSV: sfc_clusters_output.csv
Setting up cluster dispatching jobs...
Created 670 sub-problems. Running HGS with parallel workers...
[1/670] Solved cluster_0 | Cost: 122215.0
[536/670] Solved cluster_535 | Cost: 1464530.0
[537/670] Solved cluster_536 | Cost: 1275750.0
[538/670] Solved cluster_537 | Cost: 1370650.0
[539/670] Solved cluster_538 | Cost: 1559680.0
[540/670] Solved cluster_539 | Cost: 1668230.0
[541/670] Solved cluster_540 | Cost: 1830920.0
[542/670] Solved cluster_541 | Cost: 1732950.0
[543/670] Solved cluster_542 | Cost: 1967040.0
[544/670] Solved cluster_543 | Cost: 2406530.0
[545/670] Solved cluster_544 | Cost: 2118000.0
[546/670] Solved cluster_545 | Cost: 2133680.0
[547/670] Solved cluster_546 | Cost: 2029840.0
[548/670] Solved cluster_547 | Cost: 2009750.0
[549/670] Solved cluster_548 | Cost: 1952780.0
[550/670] Solved cluster_549 | Cost: 2157980.0
[551/670] Solved cluster_550 | Cost: 2349720.0
[552/670] Solved cluster_551 | Cost: 2772560.0
[553/670] Solved cluster_552 | Cost: 3096770.0
[554/670] Solved cluster_553 | Cost: 3560890.0
[555/670] Solved cluster_554 | Cost: 3876480.0
[556/670] Solved cluster_555 | Cost: 3606870.0
[557/670] Solved cluster_556 | Cost: 3308500.0
[558/670] Solved cluster_557 | Cost: 3641410.0
[559/670] Solved cluster_558 | Cost: 4250160.0
[560/670] Solved cluster_559 | Cost: 4403180.0
[561/670] Solved cluster_560 | Cost: 4738860.0
[562/670] Solved cluster_561 | Cost: 5365320.0
[563/670] Solved cluster_562 | Cost: 6471040.0
[564/670] Solved cluster_563 | Cost: 6643150.0
[565/670] Solved cluster_564 | Cost: 6545830.0
[566/670] Solved cluster_565 | Cost: 7580730.0
[567/670] Solved cluster_566 | Cost: 10419500.0
[568/670] Solved cluster_567 | Cost: 13953100.0
[569/670] Solved cluster_568 | Cost: 13750700.0
[570/670] Solved cluster_569 | Cost: 14799200.0
[571/670] Solved cluster_570 | Cost: 15592500.0
[572/670] Solved cluster_571 | Cost: 15345800.0
[573/670] Solved cluster_572 | Cost: 15073400.0
[574/670] Solved cluster_573 | Cost: 14574500.0
[575/670] Solved cluster_574 | Cost: 14686000.0
[576/670] Solved cluster_575 | Cost: 14539500.0
[577/670] Solved cluster_576 | Cost: 14192100.0
[578/670] Solved cluster_577 | Cost: 13618800.0
[579/670] Solved cluster_578 | Cost: 13840000.0
[580/670] Solved cluster_579 | Cost: 13719700.0
[581/670] Solved cluster_580 | Cost: 13542700.0
[582/670] Solved cluster_581 | Cost: 13873500.0
[583/670] Solved cluster_582 | Cost: 12871900.0
[584/670] Solved cluster_583 | Cost: 12753300.0
[585/670] Solved cluster_584 | Cost: 12179500.0
[586/670] Solved cluster_585 | Cost: 13180400.0
[587/670] Solved cluster_586 | Cost: 13484500.0
[588/670] Solved cluster_587 | Cost: 13411100.0
[589/670] Solved cluster_588 | Cost: 13761000.0
[590/670] Solved cluster_589 | Cost: 13597400.0
[591/670] Solved cluster_590 | Cost: 13537900.0
[592/670] Solved cluster_591 | Cost: 13342200.0
[593/670] Solved cluster_592 | Cost: 13822000.0
[594/670] Solved cluster_593 | Cost: 12994100.0
[595/670] Solved cluster_594 | Cost: 13067300.0
[596/670] Solved cluster_595 | Cost: 11996200.0
[597/670] Solved cluster_596 | Cost: 11465900.0
[598/670] Solved cluster_597 | Cost: 11689000.0
[599/670] Solved cluster_598 | Cost: 11544100.0
[600/670] Solved cluster_599 | Cost: 11802900.0
[601/670] Solved cluster_600 | Cost: 11271100.0
[602/670] Solved cluster_601 | Cost: 11219800.0
[603/670] Solved cluster_602 | Cost: 10560600.0
[604/670] Solved cluster_603 | Cost: 9851850.0
[605/670] Solved cluster_604 | Cost: 9039890.0
[606/670] Solved cluster_605 | Cost: 9200700.0
[607/670] Solved cluster_606 | Cost: 8639430.0
[608/670] Solved cluster_607 | Cost: 8833360.0
[609/670] Solved cluster_608 | Cost: 8343440.0
[610/670] Solved cluster_609 | Cost: 8876090.0
[611/670] Solved cluster_610 | Cost: 9342110.0
[612/670] Solved cluster_611 | Cost: 9322560.0
[613/670] Solved cluster_612 | Cost: 9123540.0
[614/670] Solved cluster_613 | Cost: 9322790.0
[615/670] Solved cluster_614 | Cost: 9747790.0
[616/670] Solved cluster_615 | Cost: 9916410.0
[617/670] Solved cluster_616 | Cost: 9690230.0
[618/670] Solved cluster_617 | Cost: 9477840.0
[619/670] Solved cluster_618 | Cost: 9549650.0
[620/670] Solved cluster_619 | Cost: 9293580.0
[621/670] Solved cluster_620 | Cost: 9410690.0
[622/670] Solved cluster_621 | Cost: 9111600.0
[623/670] Solved cluster_622 | Cost: 9249150.0
[624/670] Solved cluster_623 | Cost: 9327240.0
[625/670] Solved cluster_624 | Cost: 9650610.0
[626/670] Solved cluster_625 | Cost: 9717470.0
[627/670] Solved cluster_626 | Cost: 9635250.0
[628/670] Solved cluster_627 | Cost: 10410400.0
[629/670] Solved cluster_628 | Cost: 11027700.0
[630/670] Solved cluster_629 | Cost: 10757700.0
[631/670] Solved cluster_630 | Cost: 10684300.0
[632/670] Solved cluster_631 | Cost: 11359600.0
[633/670] Solved cluster_632 | Cost: 11543900.0
[634/670] Solved cluster_633 | Cost: 12067400.0
[635/670] Solved cluster_634 | Cost: 11442000.0
[636/670] Solved cluster_635 | Cost: 12092600.0
[637/670] Solved cluster_636 | Cost: 12331300.0
[638/670] Solved cluster_637 | Cost: 11939500.0
[639/670] Solved cluster_638 | Cost: 12048400.0
[640/670] Solved cluster_639 | Cost: 11836600.0
[641/670] Solved cluster_640 | Cost: 11101100.0
[642/670] Solved cluster_641 | Cost: 9895740.0
[643/670] Solved cluster_642 | Cost: 11386700.0
[644/670] Solved cluster_643 | Cost: 11643400.0
[645/670] Solved cluster_644 | Cost: 10834400.0
[646/670] Solved cluster_645 | Cost: 11148100.0
[647/670] Solved cluster_646 | Cost: 11342800.0
[648/670] Solved cluster_647 | Cost: 11271200.0
[649/670] Solved cluster_648 | Cost: 12151500.0
[650/670] Solved cluster_649 | Cost: 12697600.0
[651/670] Solved cluster_650 | Cost: 13245900.0
[652/670] Solved cluster_651 | Cost: 13428100.0
[653/670] Solved cluster_652 | Cost: 14086900.0
[654/670] Solved cluster_653 | Cost: 14395900.0
[655/670] Solved cluster_654 | Cost: 14458900.0
[656/670] Solved cluster_655 | Cost: 14106000.0
[657/670] Solved cluster_656 | Cost: 14924900.0
[658/670] Solved cluster_657 | Cost: 15475000.0
[659/670] Solved cluster_658 | Cost: 15033200.0
[660/670] Solved cluster_659 | Cost: 15359800.0
[661/670] Solved cluster_660 | Cost: None
[662/670] Solved cluster_661 | Cost: 13448100.0
[663/670] Solved cluster_662 | Cost: 14230400.0
[664/670] Solved cluster_663 | Cost: 14186800.0
[665/670] Solved cluster_664 | Cost: 15303400.0
[666/670] Solved cluster_665 | Cost: 15388800.0
[667/670] Solved cluster_666 | Cost: 14917700.0
[668/670] Solved cluster_667 | Cost: 15546000.0
[669/670] Solved cluster_668 | Cost: 15567400.0
[670/670] Solved cluster_669 | Cost: 12053000.0
All clusters solved in 2595.80 seconds.

--- Wedge Aggregations ---
macro_id
0    1.636502e+08
1    8.818645e+07
2    5.528716e+08
3    1.751908e+08
4    4.789200e+07
5    9.899809e+07
6    3.862236e+08
7    1.652329e+09
Name: cost, dtype: float64
Total Aggregated Cost for Strategy SFC_Run2: 3165341698.0
Summary saved to results/SFC_Run2/summary_SFC_Run2.csv
